taxonomy	W218	W234	W213	W206	W205	W240	W212	W219	W237	W217	W236	W221	W203	W244	W242	W202	W243	W228	W208	W204	W201	W227	W241	W229	W211	W209	W231	W215	W220	W214	W232	W238	W225	W239	W210	W235	W245	W224	W222	W207	W233	W216
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Sneathia; s__	0	0	0	0	1	0	3	0	0	0	3	0	130	0	6	7	0	93	850	0	7	3	0	0	100	1	0	71	0	0	1	169	25	1724	2	0	2	3	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0	0	0	7	0	2	0	0	1	4	0	0	38	1	0	36	0	859	0	11	2	8	0	2	0	0	0	30	0	0	0	1	8	2349	0	0	5	0	0	0	0	3
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__	0	0	0	0	0	0	11	0	0	3	33	0	2	0	0	11	0	194	620	0	42	7	0	0	1265	2	0	318	0	2	1	856	120	106	10	0	1	32	0	0	0	2
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Aerococcus; s__	0	0	0	0	2	0	3	0	1	4	32	0	212	0	68	24	0	241	52	14	30	5	1	1	272	1	2	980	34	2	1	299	83	840	1	175	2	3	8	0	14	1310
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0	0	0	1	0	0	6	0	0	0	18	202	143	0	3	1	0	0	1436	4	39	2	1	0	652	4	0	97	0	1	1	673	98	1466	11	0	1	18	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	6863	0	0	0	512	0	0	0	0	0	37	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Shuttleworthia; s__	0	0	0	0	1	0	0	0	1	31	0	0	82	1	0	213	0	6727	0	27	4	34	1	6	0	0	0	295	0	0	0	1	1	1	0	1	18	0	0	0	0	29
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__	1	0	0	0	0	0	0	0	35	0	1	13	14	0	3	7	4651	1	1	844	1916	1	0	0	1	0	47	1	0	0	0	1	1	47	0	0	0	0	0	0	0	0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__; s__	0	2	0	0	4	1	3	2	1	33	31	0	130	1	13	185	1	5526	312	38	20	32	0	15	611	1	6	405	0	9	18	609	67	376	3	92	1586	3	54	0	25	686
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae	0	0	0	1	3	1	73	9	13	10	23	0	5577	5	409	96	0	838	423	66	246	11	12	1	961	5	440	632	6	321	461	1408	202	614	10	11	1564	24	4	0	1198	2149
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__iners	4	0	7	6	1	43	13	8727	6	0	0	0	11	11	15	10	0	1	0	7	2	1	15109	17	3	0	0	6	13	1	40	0	6	9	0	0	7	2	0	4	1	2
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__	0	1	2	0	8	0	36	1	470	38	92	0	59	1	0	191	1	4158	1465	45	108	44	0	8	3850	8	0	1923	1	2	3	3690	404	27	46	0	2435	85	0	1	0	5148
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	125	2	14	13	66	38	363	777	15	53	79	5	123	1512	863	529	3388	5	11	4557	3232	23	617	24	8	5	4276	73	710	206	1100	5	533	27	16	4	695	139	8	69	526	1037
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__	0	1	1	3	1	0	28	0	1	26	50	0	478	1	39	97	0	2724	3243	24	117	26	0	4	2514	4	2556	894	1	2454	3	2832	292	1448	32	980	1937	48	0	0	2330	2210
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae	0	1	2	4	7	0	203	26	5	22	50	0	191	9	90	92	0	38	1123	49	222	26	33	0	2297	11	1482	1744	5	1427	1539	3618	573	551	48	3	1736	84	2	1	4460	6383
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	2	0	0	0	2	0	0	49	0	7	0	2	68	1	12	16	12925	4	1	15918	6200	4	26	1	0	0	2050	17	2	72	142	0	0	17	0	2	5	1	0	0	189	2149
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	538	341	9	7	9	16	577	379	20	191	5291	12	6	2225	1399	192	3	4	8	13	8206	547	147	12	3	183	8989	21	282	10394	1346	7	1205	5	110	2330	1479	248	3241	225	9622	25
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	740	389	2	0	1	2	538	320	2	138	15253	1	1	2510	1735	179	1	5	2	7	4507	454	98	3	1	143	8536	25	230	13576	1336	1	1888	1	82	4976	854	217	8621	192	9615	40
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae	1	361	8	4	15	6	265	16	13	39	6725	3	555	6	506	266	2	1451	16484	75	623	65	13	10	10553	52	201	8159	78	160	324	7384	5438	8185	204	19845	1320	410	16175	6	597	6586
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	25638	27521	15	13	28322	28250	420	9764	17	27832	146	27860	56	19	12	4430	12	23	351	1225	62	27107	3241	18	23	28170	11	262	1828	16	173	10	27	61	27984	9	6	26285	61	27362	10	872
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__iners	1473	8	28672	28698	254	62	26157	7567	27452	202	151	17	18960	22404	23218	21061	10	3611	1168	5633	2265	71	8315	28665	4593	20	11	12058	24827	38	22123	6252	17407	2019	53	21	14625	623	10	307	13	26
