# Pathway	215	244	239	232	208	221	237	241	220	202	206	224	210	212	217	234	228	236	222	240	207	245	238	214	211	223	219	242	231	227	216	229	218	235	205
ARO-PWY	22.69779276	4.642857226	390.0559277	1.895007851	218.3994208	0	32.92136669	0.625506111	2.313243302	3.187405628	0.120927835	1.318987086	0.850489828	0	0	0	221.5972538	72.67210246	27.75048606	75.7800581	0	2.129594183	0.588952656	10.90226996	407.1167922	4.127566354	0	2.787122168	0	0	182.1356553	0.988445855	0	2.923394196	0
ASPARAGINE-BIOSYNTHESIS	0	0	0.314340383	0	0.539459714	0	0	1.165501166	0	0	0.813051767	0	0	0	0	0	6.939458585	0	0	0.103344312	0	0.06399937	0.580720093	0	0.635023764	0	0	0.383176274	0	0	0	0	0.290408734	0	0.594177065
ASPARAGINE-DEG1-PWY	0	0	0.440206064	0	0.134147621	0	0	0	0	0	0	0	0	0	0	0	5.696930393	0	0	0.946969697	0	0	0	0	0.155831129	0	0	0	0	0	0	0	0	0	0
ASPARAGINESYN-PWY	6.844114461	15.32763241	101.9827491	17.80709811	24.45383415	62.58556762	20.84550065	112.4260355	23.30339399	73.15280824	89.02077151	35.99599282	68.69206039	28.69039328	57.20508124	2.976190476	120.6767744	8.937508938	7.936507937	19.03974406	36.63935571	34.63979558	26.75001377	18.8969612	60.93183817	67.26308229	105.4576791	84.04208969	12.78124371	68.05907767	32.13352488	59.35012482	20.71885576	116.0528901	64.1025641
ASPARTATE-DEG1-PWY	19.26707029	5.804311775	457.0098557	1.151875681	250.1823171	0	17.22391124	0.916675555	0.807102502	0.807102502	0	2.421307506	0	1.614205004	0	0	203.4695968	79.97023319	22.8459597	69.09281703	0	0	0	1.919940858	422.1177817	0	0	0.778816199	0	0.807102502	213.9819802	0.074070839	0	2.552596404	0
ASPARTATESYN-PWY	19.26707029	5.804311775	457.0098557	1.151875681	250.1823171	0	17.22391124	0.916675555	0.807102502	0.807102502	0	2.421307506	0	1.614205004	0	0	203.4695968	79.97023319	22.8459597	69.09281703	0	0	0	1.919940858	422.1177817	0	0	0.778816199	0	0.807102502	213.9819802	0.074070839	0	2.552596404	0
ASPASN-PWY	13.05559238	10.56597209	279.4963024	9.479486896	137.3180756	0	19.03470595	56.67135553	12.05524825	36.97995537	0	19.20865016	0	15.15229914	0	0	162.0731856	44.45387106	15.39123382	44.06628055	0	0	0	10.40845103	241.5248099	0	0	42.41045295	0	34.43309009	123.0577525	29.71209783	0	59.30274326	0
ASPSYNII-PWY	0	0	0.270664762	0	0.277127927	0	0	0	0	0	0	0	0	0	0	0	4.584512143	0	0	1.654047781	0	0	0	0	0.496266361	0	0	0	0	0	0.204479251	0	0	0	0
BENZCOA-PWY	0.078388468	0	1.545275135	0	1.379404866	0	0	0	0	0	0	0	0	0	0	0	7.96045714	0	0	1.072252565	0	0	0	0	2.368472723	0	0	0	0	0	0.801024355	0	0	0	0
BETA-ALA-DEGRADATION-I-PWY	0	0	0	0	0	0	0	0.45569374	0.712250712	0	0	0	0	0	0	0	0.690584306	0	0	0.194338006	0.261365817	0.207495262	0	0	0	0	0	0	0	0	0.068225361	0	0	0	0
BETSYN-PWY	0.209181322	0	0	0	0.063237367	0	0	0.645474968	0	0	0.277628415	0.168690958	0	0	0	0	0.809631718	0	0	0.063129871	0	0.17005028	0	0	0.028716059	0	0	0	0	0	0	0	0	0	0
BGALACT-PWY	0	2.890522818	0.374103617	0	2.083187448	71.55674733	0.212766021	118.6734473	3.101074342	34.09474959	0	61.72769059	128.8296469	0.861612409	115.7499454	0	0.857145944	0.110053919	0.530785563	0	65.61828123	0	0.007289179	0	1.246395254	0	72.54650975	17.49856006	0	123.5961705	7.83145274	0	31.89724931	197.519151	79.97456801
BIOTIN-BIOSYNTHESIS-PWY	0.855140855	0.617427361	16.24683256	0	3.878512205	14.80055548	0.012170883	20.68082062	1.322751323	6.472099914	0	10.03874502	23.40403295	0	10.61980348	0.168146185	34.34383525	0.033844479	0	2.040662844	0	0	1.199207754	0	20.14121464	0	0	0.572125666	0.079910827	13.55820106	9.94539533	0	3.873095225	34.53806055	13.5703359
BRANCHED-CHAIN-AA-SYN-PWY	0	8.814334733	11.38380558	0	1.289834309	0	0	0	0	0.172641075	0	0	0	0	0	0	34.97191148	0	0	1.777822045	0	0	0.70444307	0	12.08724904	0	0	0	0	0	7.547546004	0	0	0	0
BSUBPOLYAMSYN-PWY	0	0	0	0	0	0	0	0.875903374	0	0	0	0	0	0	0	0	0	0	0	1.248698792	0	0	0.568828214	0	0	0	0.233672008	0	0	1.149425287	0.477175829	0	0	0	0
CALVIN-PWY	24.67029494	11.07044805	483.1739573	9.721972939	219.9276162	20.13004069	41.9010425	35.5679422	0	37.31004517	0	19.35501491	28.45433152	13.54945849	32.38872333	0	268.7253282	80.30464292	33.68089289	67.2911452	0	18.20553021	13.85913186	20.32333412	465.1905458	0	0	35.72560363	8.861397608	0	221.9882008	29.26700192	0	53.45825934	0
CARNMET-PWY	0.437445319	0.884173298	28.69698329	0.096493929	5.650182546	0	0.246659974	0.042643295	0	0	0	0	0	0	0	0	53.0676374	0.017779652	0	1.812570014	0.111013435	0.088857052	0.325857768	0	23.4955929	0.060782241	0	1.07798137	0	0	21.97770505	0	0	0	0.080612416
CENTFERM-PWY	0	0	19.99297469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOLINE-BETAINE-ANA-PWY	0.209181322	0	0	0	0.063237367	0	0	0.645474968	0	0	0.277628415	0.168690958	0	0	0	0	0.809631718	0	0	0.063129871	0	0.17005028	0	0	0.028716059	0	0	0	0	0	0	0	0	0	0
CITRULBIO-PWY	11.65755169	5.012037093	229.299154	1.665346103	112.9149352	0	17.61987369	0	0.663269239	2.33808154	0	0.914102321	0	0	0	0	164.4464808	39.42894492	14.93345499	35.77213441	0	0	0	8.568366175	224.2522612	1.565606507	0	2.001124094	4.27582971	0	102.0517133	0	0	1.10838839	0
CITRULLINE-DEG-PWY	2.821972157	2.07756905	48.74971891	1.996007984	19.18612122	0	35.92814371	0	0.998003992	3.213688706	0	1.996007984	0.390391178	4.3715847	1.996007984	10.67113901	119.1429542	12.82051282	11.9760479	12.92193848	1.092896175	10.97804391	0.669689171	25.98428521	39.55732052	2.994011976	5.464480874	3.868726266	13.9901466	2.18579235	12.07720582	1.996007984	1.092896175	2.18579235	1.205868943
COA-PWY	11.9101222	9.977830299	261.103867	0	153.3509856	18.73429557	0	0	0	20.07513443	30.11610397	0	0	0	0	0	131.7294296	0	0	31.57374215	0	8.151727659	9.126412025	15.03043769	255.5089995	17.26865548	32.60367485	13.84813405	0	25.24639243	131.0884748	17.47036677	8.010188904	0	0
COBALSYN-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.537599463	0	0	0	0	0	0	0	0	0	0
COLANSYN-PWY	0	0	149.2003766	0	69.60708759	16.469164	0	0	0	0	0	16.77302936	0	0	0	0	124.1395866	0	0	21.75319662	0	0	12.36207271	0	131.3356974	0	0	0	0	0	0	0	0	0	0
COMPLETE-ARO-PWY	0	0	268.4421074	0	152.3006062	0	0	0.996259193	0	2.241961262	0	0	0	0	0	0	160.3866125	52.50339168	0	51.67797728	0	0	0	0	276.3174578	0	0	2.337717166	0	0	118.2596587	0	0	0	0
CRNFORCAT-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034870977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYCLOHEXANOL-OXIDATION-PWY	0.062774639	0.629561192	16.4363337	0.024694183	10.10662113	0	0.062774639	0.323810428	1.037731241	9.310986965	0	36.93358163	9.000620733	0.620732464	21.79249623	0.938967136	26.77888626	1.564945227	0	2.835008526	15.82867784	0	0.130106688	1.002233189	21.48301587	0	13.96648045	5.586592179	0.938967136	24.68683425	7.353203295	0	8.054670699	8.069522036	0
CYSTEINE-DEG-PWY	0	0	0	0	0	0	0	0.570005415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.334001336	0	0	0	0	0.164753809	0	0	0	0	0	0	0
CYSTSYN-PWY	0	1.075268817	12.14165931	0	6.667294603	0	1.826339652	0.08875903	0	0	0	0	0	0	0	0	18.695931	0	0.503260489	9.85195319	0	0	1.511715797	0.219482583	12.13283376	0	0	0	0	0	7.485630534	0	0	0	0
DAPLYSINESYN-PWY	0	5.419999474	127.6658514	0	52.07904694	0	0	38.75073274	0	6.154291324	0	0	0	0	0	0	80.48268332	0	0	14.79638762	0	0	0	0	115.3730115	0	0	5.333669898	0	0	66.35820631	0	0	0	0
DARABCAT-PWY	0	0	1.662175635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.801773966	0	0	0	0	0	0	0	0	0	0
DARABITOLUTIL-PWY	0.142450992	0	0.410845129	0	0	0	0.430391771	0.856221697	0	0	0	0	0	0	0	0	1.478246629	0	0	0	0	0	0	0	0.36917141	0	0	0	0	0	0.425541454	0	0	0	0
DENOVOPURINE2-PWY	28.92176907	24.67381042	626.179739	14.74503143	312.2978856	55.75428127	37.91412928	113.543105	22.92987748	79.59382662	0	53.42409966	78.69037285	25.01578424	72.56443492	6.196969097	451.2109378	84.9323517	34.73208472	103.621535	33.73408412	0	31.77291761	19.33420922	610.7878198	76.60788135	96.30090517	71.9589735	7.617286533	120.0063622	282.7647125	62.74827214	0	164.773369	77.39112873
DESULFONATION-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247143039	0	0	0	0	0	0	0	0	0	0	0	0	0
DETOX1-PWY	0	0	0	0	0	0	0	0.69499597	0	0	0	0	0	0	0	0	0	0	0	4.359202518	0	0	2.507128787	0	0	0	0	0.895784316	0.385995686	0	0	0	0	0	0
DTDPRHAMSYN-PWY	0	11.51877351	247.673425	0	123.4439185	0	13.58309179	0	0	2.345343688	0	0	0	0	0	0	83.48072399	42.43174412	0	40.0273575	0	0	0	3.11040493	235.5853778	0	0	0	2.134071981	0	123.2945807	0	0	0	0.904389161
ENTNER-DOUDOROFF-PWY	0	0	0.858907566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERGOSTEROL-SYN-PWY	0.0509684	0	0	0	0	0	0	0.534714625	0	0	0	0	0	0	0	0	0	0	0	0	0.005076471	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETOH-ACETYLCOA-ANA-PWY	7.065517949	0.463280694	161.3174649	0.989119684	19.2554472	0	0	1.020007555	0	1.479970396	0	0	0	0.499477589	0.665176953	3.956478734	147.7558676	0	0	8.54837213	1.440146466	0	0	1.400205579	129.4432471	0	0.977517107	4.450936581	1.646790528	0	127.801055	0.787103903	0.190227845	0	0
FAO-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321084572	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172890733	0	0	0	0	0	0
FASYN-ELONG-PWY	0	0.008081209	14.49825135	0	2.853026397	0	0	24.05242416	0	0	0	0	0	0	0	0.196170549	30.90403093	0	0	0	0	0	1.143059328	0	16.68780591	0	0	0	0	0	0	0	0	0	0
FASYN-INITIAL-PWY	0	3.791099184	9.183635278	0.161031114	7.855310243	0	0	46.65543869	0	0	0	27.95458639	28.86730252	0	35.60964951	0	42.53724851	0.814395612	0	6.770436903	6.349206349	0	0.804116916	0.234277231	12.10563285	0	0	0	0	46.24903608	3.663902462	0	0	58.28673019	48.42268591
FERMENTATION-PWY	0	7.462437468	98.3762473	0	33.96318642	0	0	0	0	17.01612852	0	0	0	0	0	0	120.0395806	0	0	17.13973396	0	0	0	0	90.88350524	0	0	0	0	0	55.7462178	0	0	0	0
FOLSYN-PWY	4.381283273	0	95.36868331	0	38.65687421	0	17.16205485	21.01394504	0	0	0	0	0	0	0	0	52.11068294	0	0	16.06241612	0	0	0	0	92.54125605	0	0	26.69892414	0	0	34.46333028	0	0	0	0
FUC-RHAMCAT-PWY	1.469386873	0.280112045	66.19799235	0.517532004	6.626773954	0	0.022866704	0	0	0.372856078	0	0.372856078	0	0.517532004	0	0.662682245	2.704350141	0	0	1.786260383	0	0	0	1.123201275	46.50514756	0	0	0.091917114	0.578563762	0	56.40218673	0	0	0	0.372856078
FUCCAT-PWY	0	0	112.3568238	0	15.81654297	0	0	0	0	0	0	0	0	0	0	0	5.035441749	0	0	3.635816743	0	0	0	0	83.51315751	0	0	0	0	0	0	0	0	0	0
GALACTARDEG-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056267728	0	0	0	0	0	0	0	0	0	0
GALACTCAT-PWY	0	0	0	0	0	0	0	0.170453316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALACTITOLCAT-PWY	15.13981243	6.159686979	221.9638417	6.123657133	0	0	0	0	8.326046801	27.3354129	0	0	0	6.359371112	0	0	45.62145428	0.009934597	7.874332337	27.36129934	0	18.61063436	16.04361283	0.541125541	219.7561928	0	2.051699559	12.1207362	0.541125541	0	83.89386054	30.27316035	0	0	0
GALACTUROCAT-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.529325111	0	0	0	0	0	0.386458225	0	0.711867642	0	0	0	0	0	0	0	0	0	0
GAMMAHEXCHLORDEG-PWY	4.207396355	0.293156223	67.77780959	0.360750361	30.68576009	0.018995692	3.666804414	1.00380156	0.25772557	0.216201749	0	0.231746687	0.241843932	0.018755248	0	0	8.72675741	0.003311532	2.624777446	8.244001048	0.023747128	0.329090273	0.228076692	0.18037518	69.1850909	0	0.18037518	0.428636258	0.18037518	0	25.3997958	0.020559996	0.04687977	0.421613065	0
GDPRHAMSYN-PWY	0	0	1.010885825	0	0.995797698	0	0	0	0	0	0	0	0	0	0	0	11.14150069	0	0	7.402837719	0	0	0	0	0.679204343	0	0	0	0	0	0	0	0	0	0
GLCMANNANAUT-PWY	3.35714339	0	122.4018892	0	20.63207703	0	13.02388617	0	8.791625032	29.53616539	0	27.91364802	26.67160064	0	0	0	101.1322843	5.61119059	0	0	29.3661331	0	0	0	83.67963538	24.58049662	47.91172858	26.35332785	0	33.31105187	66.35811037	0	12.09437279	59.37126543	0
GLNSYN-PWY	65.06956297	8.958622549	1007.402457	16.63735657	523.3757213	33.632287	72.2462258	55.77317175	14.08465588	55.57619693	50.07473842	31.86859204	43.34828102	19.32900818	58.29596413	8.179218565	480.1455647	171.0665861	81.3702051	137.5749149	26.15844544	23.82894909	21.76336384	39.87574832	1045.571325	46.93131187	90.43516233	56.55575361	11.0757059	76.17205408	496.1299289	43.19381122	14.09300681	93.20005211	37.68960167
GLUAMCAT-PWY	8.541187179	25.20773638	358.0565036	19.8286052	59.03191072	50	38.2266641	97.22222222	24.08392435	66.21260199	81.82202559	38.88888889	63.88888889	12.51842838	92.2443525	15.26261443	293.6929442	11.11111111	13.88888889	44.31236372	34.72222222	37.66751729	31.1937038	26.80891809	238.7562133	72.3108747	99.73107989	64.87836498	12.8352827	92.88921258	189.6082774	65.1891253	15.27777778	126.3888889	66.66666667
GLUCARDEG-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056267728	0	0	0	0	0	0	0	0	0	0
GLUCONEO-PWY	23.43128384	0	447.0484223	0	197.2652047	31.36181922	44.68836616	57.14628219	17.27211308	61.73710983	0	30.17697137	43.18798659	0	51.12795989	0	298.1940147	0	0	67.70621252	0	36.32222323	29.25289143	0	431.9889893	0	85.27609262	63.38825094	13.05656906	0	210.2243537	0	0	0	0
GLUCONSUPER-PWY	0	0	0	0	0	0	0	0	0	1.937984496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUCOSE1PMETAB-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.9821769	0	0	0	0	0	0	0	0	0	0
GLUDEG-I-PWY	0	0	0	0.148942508	10.87211547	0	0	0.305942285	0	0.151748559	0	0	0	0.189473397	0	0	44.30417467	1.398202509	0	3.624552756	0	0	0.188784151	0	0	0	0	0	0.447293319	0	0	0	0.3762061	0	0
GLUGLNSYN-PWY	0	0	0	0	0	0	0	0.258675911	0	0	0	0.123035577	0	0	0	0	0	0	0	0.065605819	0	0	0	0	0	0	0	0.029676608	0	0	0	0	0	0	0
GLUT-REDOX-PWY	0	0.737463127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114738528	0	0	0	0	0	0	0	0	0	0	0.742390497	0	0	0.25339042	0	0	0	0
GLUTAMATE-DEG1-PWY	1.499814421	8.900437186	63.69135553	0	21.68250677	0	0	0.196390569	0	0.24296985	0	0	0.230152649	0	0.261210413	0	109.6257857	2.252252252	0	8.755952692	0	0	0.174147428	0.750750751	48.55436175	0	0	1.370059954	0.750750751	0	25.64445303	0	0	0	0
GLUTAMATE-SYN2-PWY	1.499814421	8.900437186	63.46093241	0	21.68250677	0	0	0.196390569	0	0.139093035	0	0	0.230152649	0	0.280342778	0	88.04474829	2.252252252	0	7.220967876	0	0	0.174147428	0.750750751	48.55436175	0	0	0.742390497	0.750750751	0.143704085	25.64445303	0	0.474357145	0	0
